               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 322,            0.032071,            0.018751,           0.0093318,             0.99398,                   1,               0.995,             0.76288,            0.026511,           0.0095758,           0.0063537,           0.0036442,           0.0036442,           0.0036442
                 323,            0.033923,            0.019529,             0.00945,             0.99296,                   1,               0.995,             0.76329,            0.030789,           0.0099173,           0.0063859,           0.0036244,           0.0036244,           0.0036244
                 324,            0.038631,             0.01773,           0.0091418,             0.99296,                   1,               0.995,             0.76329,            0.030789,           0.0099173,           0.0063859,           0.0036046,           0.0036046,           0.0036046
                 325,            0.034135,            0.018528,           0.0091724,             0.99365,                   1,               0.995,             0.77424,            0.027442,           0.0097151,           0.0064119,           0.0035848,           0.0035848,           0.0035848
                 326,            0.034933,             0.01616,           0.0096593,             0.99308,                   1,               0.995,             0.75419,            0.027741,           0.0096865,           0.0063712,            0.003565,            0.003565,            0.003565
                 327,            0.035575,            0.017222,           0.0084178,             0.99133,                   1,               0.995,             0.77307,            0.028772,           0.0097265,           0.0063791,           0.0035452,           0.0035452,           0.0035452
                 328,            0.034209,             0.01636,           0.0098554,             0.99133,                   1,               0.995,             0.77307,            0.028772,           0.0097265,           0.0063791,           0.0035254,           0.0035254,           0.0035254
                 329,            0.031933,            0.015389,           0.0094617,             0.99386,                   1,               0.995,             0.80013,            0.025522,           0.0094538,           0.0062969,           0.0035056,           0.0035056,           0.0035056
                 330,            0.032656,            0.018547,           0.0093389,             0.99273,                   1,               0.995,             0.80164,            0.025545,           0.0093784,           0.0062248,           0.0034858,           0.0034858,           0.0034858
                 331,            0.032867,            0.015671,           0.0099882,             0.99179,                   1,               0.995,             0.70383,            0.030264,            0.009903,           0.0062067,            0.003466,            0.003466,            0.003466
                 332,            0.034602,            0.018528,           0.0073458,             0.99179,                   1,               0.995,             0.70383,            0.030264,            0.009903,           0.0062067,           0.0034462,           0.0034462,           0.0034462
                 333,            0.033502,            0.019081,            0.008268,             0.99523,                   1,               0.995,             0.72599,             0.02782,           0.0097008,           0.0062017,           0.0034264,           0.0034264,           0.0034264
                 334,            0.033196,            0.015578,           0.0090602,             0.99288,                   1,               0.995,             0.78282,            0.026526,           0.0095053,           0.0061757,           0.0034066,           0.0034066,           0.0034066
                 335,            0.034779,            0.017516,           0.0086302,             0.99413,                   1,               0.995,             0.77973,            0.027261,           0.0095148,           0.0061682,           0.0033868,           0.0033868,           0.0033868
                 336,            0.033792,            0.016278,           0.0084982,             0.99413,                   1,               0.995,             0.77973,            0.027261,           0.0095148,           0.0061682,            0.003367,            0.003367,            0.003367
                 337,            0.035182,            0.017776,           0.0096583,             0.99404,                   1,               0.995,             0.81414,            0.026266,           0.0094166,           0.0061562,           0.0033472,           0.0033472,           0.0033472
                 338,            0.030597,             0.01432,           0.0091953,             0.99296,                   1,               0.995,             0.80092,            0.026148,             0.00945,           0.0061268,           0.0033274,           0.0033274,           0.0033274
                 339,            0.034013,             0.01469,           0.0095247,             0.99223,                   1,               0.995,             0.74686,            0.027889,           0.0095978,            0.006083,           0.0033076,           0.0033076,           0.0033076
                 340,            0.037024,            0.018145,           0.0099147,             0.99223,                   1,               0.995,             0.74686,            0.027889,           0.0095978,            0.006083,           0.0032878,           0.0032878,           0.0032878
                 341,            0.033621,            0.017259,           0.0089774,              0.9926,                   1,               0.995,             0.77022,            0.025984,           0.0094299,           0.0061191,            0.003268,            0.003268,            0.003268
                 342,            0.033836,            0.015411,            0.010003,             0.99177,                   1,               0.995,             0.79106,             0.02626,           0.0093651,           0.0060969,           0.0032482,           0.0032482,           0.0032482
                 343,            0.034476,            0.017985,           0.0086732,             0.99289,                   1,               0.995,             0.73328,             0.02854,            0.009737,           0.0061517,           0.0032284,           0.0032284,           0.0032284
                 344,             0.03309,            0.017358,           0.0088339,             0.99289,                   1,               0.995,             0.73328,             0.02854,            0.009737,           0.0061517,           0.0032086,           0.0032086,           0.0032086
                 345,            0.034285,            0.015625,           0.0096685,             0.99377,                   1,               0.995,             0.78636,            0.026502,           0.0095749,           0.0061757,           0.0031888,           0.0031888,           0.0031888
                 346,            0.031712,            0.018065,           0.0090079,              0.9927,                   1,               0.995,             0.80338,             0.02747,           0.0095882,           0.0061261,            0.003169,            0.003169,            0.003169
                 347,             0.03442,             0.01749,           0.0095334,             0.99293,                   1,               0.995,             0.76784,            0.027616,           0.0096436,           0.0061245,           0.0031492,           0.0031492,           0.0031492
                 348,            0.033349,            0.017472,           0.0087126,             0.99293,                   1,               0.995,             0.76784,            0.027616,           0.0096436,           0.0061245,           0.0031294,           0.0031294,           0.0031294
                 349,            0.030409,            0.016998,           0.0084428,             0.99344,                   1,               0.995,             0.79662,            0.025295,             0.00949,           0.0061449,           0.0031096,           0.0031096,           0.0031096
                 350,            0.030632,            0.017104,           0.0079686,             0.99391,                   1,               0.995,             0.77996,            0.026285,           0.0093899,            0.006071,           0.0030898,           0.0030898,           0.0030898
                 351,            0.031926,            0.015848,           0.0079982,             0.99433,                   1,               0.995,             0.74547,            0.028662,           0.0096779,           0.0060153,             0.00307,             0.00307,             0.00307
                 352,            0.034623,            0.016883,           0.0082448,             0.99433,                   1,               0.995,             0.74547,            0.028662,           0.0096779,           0.0060153,           0.0030502,           0.0030502,           0.0030502
                 353,            0.031489,             0.01766,           0.0077564,             0.99443,                   1,               0.995,             0.79109,            0.025294,           0.0093164,           0.0060776,           0.0030304,           0.0030304,           0.0030304
                 354,            0.030776,            0.015949,           0.0098341,             0.99432,                   1,               0.995,              0.8094,             0.02498,            0.009264,           0.0060586,           0.0030106,           0.0030106,           0.0030106
                 355,            0.030851,            0.016815,           0.0089758,             0.99416,                   1,               0.995,             0.80016,             0.02711,           0.0095224,           0.0060464,           0.0029908,           0.0029908,           0.0029908
                 356,            0.032824,            0.017437,           0.0084948,             0.99416,                   1,               0.995,             0.80016,             0.02711,           0.0095224,           0.0060464,            0.002971,            0.002971,            0.002971
                 357,            0.030277,            0.014622,           0.0089667,              0.9939,                   1,               0.995,             0.81089,             0.02599,           0.0094137,           0.0060491,           0.0029512,           0.0029512,           0.0029512
                 358,            0.030869,            0.018103,           0.0080583,             0.99444,                   1,               0.995,             0.82512,             0.02601,            0.009264,            0.005961,           0.0029314,           0.0029314,           0.0029314
                 359,            0.032937,             0.01746,           0.0095153,             0.99441,                   1,               0.995,             0.77144,            0.026788,           0.0093937,           0.0059471,           0.0029116,           0.0029116,           0.0029116
                 360,            0.030772,            0.015303,           0.0074708,             0.99441,                   1,               0.995,             0.77144,            0.026788,           0.0093937,           0.0059471,           0.0028918,           0.0028918,           0.0028918
                 361,            0.031741,            0.017174,           0.0082654,             0.99388,                   1,               0.995,             0.81139,            0.024748,           0.0091305,           0.0059274,            0.002872,            0.002872,            0.002872
                 362,            0.032139,            0.017095,           0.0090789,             0.99488,                   1,               0.995,             0.80212,            0.026268,           0.0091867,           0.0059039,           0.0028522,           0.0028522,           0.0028522
                 363,            0.031371,            0.015228,           0.0074074,             0.99467,                   1,               0.995,             0.75621,            0.026788,           0.0093431,           0.0058971,           0.0028324,           0.0028324,           0.0028324
                 364,            0.033693,            0.017234,           0.0087413,             0.99467,                   1,               0.995,             0.75621,            0.026788,           0.0093431,           0.0058971,           0.0028126,           0.0028126,           0.0028126
                 365,            0.030825,            0.014681,           0.0078654,             0.99522,                   1,               0.995,             0.78923,            0.025488,           0.0092125,           0.0059008,           0.0027928,           0.0027928,           0.0027928
                 366,            0.030198,            0.017432,           0.0087484,             0.99516,                   1,               0.995,             0.82052,            0.023922,           0.0089531,           0.0058744,            0.002773,            0.002773,            0.002773
                 367,            0.032108,            0.015104,           0.0098294,             0.99513,                   1,               0.995,             0.72211,            0.028207,           0.0094185,           0.0058588,           0.0027532,           0.0027532,           0.0027532
                 368,            0.036498,            0.016777,            0.010452,             0.99513,                   1,               0.995,             0.72211,            0.028207,           0.0094185,           0.0058588,           0.0027334,           0.0027334,           0.0027334
                 369,            0.033265,            0.017403,           0.0091615,             0.99549,                   1,               0.995,             0.75748,            0.026321,           0.0092478,           0.0058791,           0.0027136,           0.0027136,           0.0027136
                 370,             0.03123,            0.018014,           0.0082985,             0.99551,                   1,               0.995,             0.78962,            0.024659,           0.0091867,           0.0059041,           0.0026938,           0.0026938,           0.0026938
                 371,            0.030227,            0.016491,            0.007576,             0.99575,                   1,               0.995,             0.80084,             0.02601,            0.009306,           0.0058835,            0.002674,            0.002674,            0.002674
                 372,             0.03097,            0.015356,           0.0088862,             0.99575,                   1,               0.995,             0.80084,             0.02601,            0.009306,           0.0058835,           0.0026542,           0.0026542,           0.0026542
                 373,             0.03065,            0.017074,           0.0086794,             0.99477,                   1,               0.995,             0.78938,            0.025949,           0.0093021,           0.0058689,           0.0026344,           0.0026344,           0.0026344
                 374,            0.031325,            0.016425,           0.0084144,             0.99372,                   1,               0.995,             0.80057,            0.024537,           0.0091248,           0.0058372,           0.0026146,           0.0026146,           0.0026146
                 375,            0.030809,            0.014955,           0.0075629,             0.99442,                   1,               0.995,             0.76928,            0.026869,           0.0094652,           0.0059097,           0.0025948,           0.0025948,           0.0025948
                 376,             0.03358,            0.016809,           0.0087424,             0.99442,                   1,               0.995,             0.76928,            0.026869,           0.0094652,           0.0059097,            0.002575,            0.002575,            0.002575
                 377,            0.028982,            0.016656,           0.0075444,             0.99153,                   1,               0.995,             0.80368,            0.025117,           0.0093164,           0.0059607,           0.0025552,           0.0025552,           0.0025552
                 378,            0.029161,            0.016009,           0.0077597,             0.99058,                   1,               0.995,             0.82477,            0.024394,           0.0091829,           0.0059503,           0.0025354,           0.0025354,           0.0025354
                 379,            0.031098,            0.016193,           0.0081529,             0.98934,                   1,               0.995,             0.73697,            0.026715,           0.0094681,           0.0059577,           0.0025156,           0.0025156,           0.0025156
                 380,            0.032074,            0.016792,            0.008174,             0.98934,                   1,               0.995,             0.73697,            0.026715,           0.0094681,           0.0059577,           0.0024958,           0.0024958,           0.0024958
                 381,            0.032732,            0.019473,           0.0088034,             0.99064,              0.9987,               0.995,             0.73914,            0.026008,           0.0093718,           0.0059721,            0.002476,            0.002476,            0.002476
                 382,            0.032588,            0.015608,           0.0088058,             0.99209,                   1,               0.995,             0.81769,            0.024377,           0.0090256,           0.0058724,           0.0024562,           0.0024562,           0.0024562
                 383,            0.031122,            0.017446,           0.0084982,              0.9936,                   1,               0.995,             0.80627,             0.02536,           0.0091715,           0.0058461,           0.0024364,           0.0024364,           0.0024364
                 384,            0.032222,             0.01593,           0.0078221,              0.9936,                   1,               0.995,             0.80627,             0.02536,           0.0091715,           0.0058461,           0.0024166,           0.0024166,           0.0024166
                 385,            0.032445,            0.017397,           0.0092995,              0.9949,                   1,               0.995,             0.83259,            0.023489,           0.0089483,           0.0058167,           0.0023968,           0.0023968,           0.0023968
                 386,              0.0295,            0.018337,           0.0080051,              0.9954,                   1,               0.995,             0.80018,            0.024298,           0.0091057,           0.0057912,            0.002377,            0.002377,            0.002377
                 387,            0.030539,            0.016299,           0.0085219,             0.99551,                   1,               0.995,             0.81598,            0.026229,            0.009264,           0.0057954,           0.0023572,           0.0023572,           0.0023572
                 388,            0.032608,            0.018456,           0.0092113,             0.99551,                   1,               0.995,             0.81598,            0.026229,            0.009264,           0.0057954,           0.0023374,           0.0023374,           0.0023374
                 389,            0.030813,            0.017701,           0.0090172,             0.99474,                   1,               0.995,             0.82901,             0.02443,           0.0089836,           0.0057733,           0.0023176,           0.0023176,           0.0023176
                 390,            0.030134,            0.015296,           0.0081345,             0.99526,                   1,               0.995,             0.81164,            0.025064,           0.0091009,           0.0057511,           0.0022978,           0.0022978,           0.0022978
                 391,              0.0314,            0.017401,           0.0081249,             0.99571,                   1,               0.995,             0.81192,            0.024524,           0.0090179,           0.0057496,            0.002278,            0.002278,            0.002278
                 392,            0.031593,            0.015271,           0.0082765,             0.99571,                   1,               0.995,             0.81192,            0.024524,           0.0090179,           0.0057496,           0.0022582,           0.0022582,           0.0022582
                 393,            0.030004,            0.014214,           0.0079039,             0.99495,                   1,               0.995,             0.83279,            0.023732,           0.0088921,           0.0057474,           0.0022384,           0.0022384,           0.0022384
                 394,            0.029026,            0.016722,           0.0083721,              0.9948,                   1,               0.995,             0.82026,            0.024346,           0.0090284,           0.0057757,           0.0022186,           0.0022186,           0.0022186
                 395,            0.030066,            0.015599,           0.0086007,             0.99488,                   1,               0.995,             0.81772,            0.025924,           0.0092268,            0.005803,           0.0021988,           0.0021988,           0.0021988
                 396,            0.032425,            0.015352,            0.008655,             0.99488,                   1,               0.995,             0.81772,            0.025924,           0.0092268,            0.005803,            0.002179,            0.002179,            0.002179
                 397,            0.030672,            0.016288,           0.0087187,             0.99511,                   1,               0.995,             0.82835,            0.025138,           0.0091295,           0.0057985,           0.0021592,           0.0021592,           0.0021592
                 398,            0.028183,            0.015203,           0.0076416,             0.99537,                   1,               0.995,             0.80556,            0.025558,           0.0092621,           0.0057726,           0.0021394,           0.0021394,           0.0021394
                 399,            0.031564,            0.015968,           0.0076271,             0.99462,                   1,               0.995,             0.85013,            0.023355,           0.0087414,           0.0056604,           0.0021196,           0.0021196,           0.0021196
                 400,            0.031024,            0.018183,           0.0088686,             0.99462,                   1,               0.995,             0.85013,            0.023355,           0.0087414,           0.0056604,           0.0020998,           0.0020998,           0.0020998
                 401,            0.028268,            0.014777,           0.0072643,             0.99478,                   1,               0.995,             0.85132,            0.022662,           0.0086603,           0.0056009,             0.00208,             0.00208,             0.00208
                 402,            0.030479,            0.016886,           0.0090872,             0.99364,                   1,               0.995,             0.84186,            0.022866,           0.0087442,           0.0056185,           0.0020602,           0.0020602,           0.0020602
                 403,              0.0286,            0.017016,           0.0080999,             0.99326,                   1,               0.995,             0.80541,            0.026122,            0.009223,           0.0056026,           0.0020404,           0.0020404,           0.0020404
                 404,            0.032983,            0.018721,           0.0078947,             0.99326,                   1,               0.995,             0.80541,            0.026122,            0.009223,           0.0056026,           0.0020206,           0.0020206,           0.0020206
                 405,            0.032189,            0.015902,           0.0085038,             0.99276,                   1,               0.995,              0.8091,            0.025079,           0.0091972,           0.0056363,           0.0020008,           0.0020008,           0.0020008
                 406,            0.028185,            0.014764,           0.0075747,             0.99204,                   1,               0.995,             0.81374,            0.023925,           0.0090189,           0.0056628,            0.001981,            0.001981,            0.001981
                 407,             0.03074,            0.014699,           0.0075811,             0.99108,                   1,               0.995,             0.81923,            0.024778,           0.0091391,           0.0056665,           0.0019612,           0.0019612,           0.0019612
                 408,            0.030568,            0.017404,           0.0082041,             0.99108,                   1,               0.995,             0.81923,            0.024778,           0.0091391,           0.0056665,           0.0019414,           0.0019414,           0.0019414
                 409,            0.028909,            0.015283,           0.0070305,             0.99342,                   1,               0.995,             0.82045,            0.023617,           0.0089798,           0.0056695,           0.0019216,           0.0019216,           0.0019216
                 410,             0.02878,            0.013754,           0.0078841,              0.9922,                   1,               0.995,               0.837,            0.023123,           0.0087786,           0.0055872,           0.0019018,           0.0019018,           0.0019018
                 411,            0.029022,            0.017069,           0.0086003,             0.99311,                   1,               0.995,             0.84902,             0.02335,             0.00877,           0.0055716,            0.001882,            0.001882,            0.001882
                 412,            0.029924,            0.016685,           0.0077788,             0.99311,                   1,               0.995,             0.84902,             0.02335,             0.00877,           0.0055716,           0.0018622,           0.0018622,           0.0018622
                 413,            0.028672,            0.014581,           0.0079229,             0.99378,                   1,               0.995,             0.84425,            0.023218,           0.0088787,           0.0055955,           0.0018424,           0.0018424,           0.0018424
                 414,            0.029098,            0.014641,            0.008588,             0.99414,                   1,               0.995,              0.8474,            0.022671,           0.0087862,           0.0055951,           0.0018226,           0.0018226,           0.0018226
                 415,            0.028212,            0.014853,           0.0073778,             0.99445,                   1,               0.995,             0.80922,            0.023326,           0.0088701,           0.0055921,           0.0018028,           0.0018028,           0.0018028
                 416,            0.029559,            0.017183,           0.0079782,             0.99445,                   1,               0.995,             0.80922,            0.023326,           0.0088701,           0.0055921,            0.001783,            0.001783,            0.001783
                 417,             0.02833,            0.015385,           0.0077462,             0.99463,                   1,               0.995,             0.83451,            0.022552,            0.008769,            0.005571,           0.0017632,           0.0017632,           0.0017632
                 418,            0.027738,            0.015862,           0.0072767,             0.99551,                   1,               0.995,             0.83197,            0.022644,           0.0087109,           0.0055171,           0.0017434,           0.0017434,           0.0017434
                 419,            0.030223,            0.016559,           0.0084771,             0.99565,                   1,               0.995,             0.83301,            0.022892,           0.0087032,           0.0054884,           0.0017236,           0.0017236,           0.0017236
                 420,            0.028947,            0.018174,             0.00817,             0.99565,                   1,               0.995,             0.83301,            0.022892,           0.0087032,           0.0054884,           0.0017038,           0.0017038,           0.0017038
                 421,            0.025893,            0.014249,           0.0074585,             0.99565,                   1,               0.995,               0.844,            0.022327,           0.0085878,           0.0054707,            0.001684,            0.001684,            0.001684
                 422,            0.028709,            0.015805,           0.0079002,             0.99546,                   1,               0.995,             0.83177,            0.022989,           0.0086775,           0.0054559,           0.0016642,           0.0016642,           0.0016642
                 423,            0.026699,            0.013465,           0.0082739,             0.99525,                   1,               0.995,             0.83712,            0.022949,           0.0086346,           0.0054694,           0.0016444,           0.0016444,           0.0016444
                 424,             0.03128,            0.016302,           0.0091975,             0.99525,                   1,               0.995,             0.83712,            0.022949,           0.0086346,           0.0054694,           0.0016246,           0.0016246,           0.0016246
                 425,            0.028382,            0.016598,            0.007118,              0.9949,                   1,               0.995,             0.84582,            0.022585,           0.0085821,           0.0054937,           0.0016048,           0.0016048,           0.0016048
                 426,            0.029103,            0.015088,           0.0077415,             0.99487,                   1,               0.995,             0.83212,            0.023373,           0.0087223,           0.0055081,            0.001585,            0.001585,            0.001585
                 427,            0.028032,            0.016319,           0.0073414,             0.99438,                   1,               0.995,             0.84033,            0.022537,           0.0086098,           0.0055093,           0.0015652,           0.0015652,           0.0015652
                 428,            0.028786,            0.015012,            0.007288,             0.99438,                   1,               0.995,             0.84033,            0.022537,           0.0086098,           0.0055093,           0.0015454,           0.0015454,           0.0015454
                 429,            0.029854,             0.01681,           0.0080841,             0.99483,                   1,               0.995,             0.84359,            0.022325,           0.0085497,           0.0054819,           0.0015256,           0.0015256,           0.0015256
                 430,             0.02951,            0.016014,           0.0081712,             0.99482,                   1,               0.995,             0.84418,            0.022192,           0.0085258,            0.005466,           0.0015058,           0.0015058,           0.0015058
                 431,            0.028036,            0.014194,           0.0077891,             0.99498,                   1,               0.995,             0.85475,            0.021942,           0.0084686,            0.005428,            0.001486,            0.001486,            0.001486
                 432,             0.02922,            0.015846,           0.0077069,             0.99498,                   1,               0.995,             0.85475,            0.021942,           0.0084686,            0.005428,           0.0014662,           0.0014662,           0.0014662
                 433,            0.026681,            0.014417,           0.0070644,             0.99487,                   1,               0.995,              0.8462,            0.022224,           0.0084829,           0.0054248,           0.0014464,           0.0014464,           0.0014464
                 434,            0.028634,            0.015199,           0.0076022,             0.99532,                   1,               0.995,             0.84197,            0.022175,           0.0084219,           0.0053901,           0.0014266,           0.0014266,           0.0014266
                 435,            0.029507,            0.017495,            0.008437,             0.99549,                   1,               0.995,              0.8585,            0.022036,           0.0084267,           0.0053919,           0.0014068,           0.0014068,           0.0014068
                 436,            0.030253,            0.014567,           0.0086552,             0.99549,                   1,               0.995,              0.8585,            0.022036,           0.0084267,           0.0053919,            0.001387,            0.001387,            0.001387
                 437,            0.030694,            0.015824,            0.008723,             0.99564,                   1,               0.995,             0.85735,            0.022071,           0.0084305,           0.0053872,           0.0013672,           0.0013672,           0.0013672
                 438,            0.028982,            0.015511,           0.0089297,             0.99573,                   1,               0.995,              0.8435,            0.021747,            0.008358,           0.0053846,           0.0013474,           0.0013474,           0.0013474
                 439,            0.029911,            0.017025,           0.0088136,             0.99568,                   1,               0.995,             0.83631,            0.021945,           0.0083885,            0.005373,           0.0013276,           0.0013276,           0.0013276
                 440,            0.029999,            0.016298,           0.0081284,             0.99568,                   1,               0.995,             0.83631,            0.021945,           0.0083885,            0.005373,           0.0013078,           0.0013078,           0.0013078
                 441,            0.027033,            0.015685,            0.007334,             0.99536,                   1,               0.995,             0.83855,            0.021713,           0.0083704,           0.0053722,            0.001288,            0.001288,            0.001288
                 442,            0.028664,            0.016838,           0.0079065,             0.99537,                   1,               0.995,             0.85717,            0.021683,           0.0083723,           0.0053652,           0.0012682,           0.0012682,           0.0012682
                 443,            0.027833,            0.014407,            0.008828,             0.99528,                   1,               0.995,             0.84396,            0.022158,           0.0084362,           0.0053453,           0.0012484,           0.0012484,           0.0012484
                 444,            0.029624,            0.015736,           0.0083819,             0.99528,                   1,               0.995,             0.84396,            0.022158,           0.0084362,           0.0053453,           0.0012286,           0.0012286,           0.0012286
                 445,            0.029701,            0.015453,           0.0084558,             0.99548,                   1,               0.995,              0.8507,            0.021881,            0.008358,           0.0053254,           0.0012088,           0.0012088,           0.0012088
                 446,            0.028738,            0.016168,           0.0081645,             0.99539,                   1,               0.995,             0.85098,            0.021684,           0.0082731,           0.0053152,            0.001189,            0.001189,            0.001189
                 447,             0.02812,             0.01547,           0.0080284,             0.99513,                   1,               0.995,              0.8446,            0.021898,           0.0082941,            0.005293,           0.0011692,           0.0011692,           0.0011692
                 448,            0.027301,            0.017031,           0.0082242,             0.99513,                   1,               0.995,              0.8446,            0.021898,           0.0082941,            0.005293,           0.0011494,           0.0011494,           0.0011494
                 449,            0.027849,            0.016197,           0.0074865,             0.99528,                   1,               0.995,             0.84387,            0.021975,           0.0082893,           0.0052766,           0.0011296,           0.0011296,           0.0011296
                 450,            0.028314,            0.014758,           0.0084967,             0.99521,                   1,               0.995,             0.85337,            0.021669,           0.0082626,           0.0052652,           0.0011098,           0.0011098,           0.0011098
                 451,            0.027482,            0.015315,           0.0077223,             0.99513,                   1,               0.995,             0.85376,             0.02167,           0.0082388,           0.0052482,             0.00109,             0.00109,             0.00109
                 452,            0.026578,            0.016621,           0.0078332,             0.99513,                   1,               0.995,             0.85376,             0.02167,           0.0082388,           0.0052482,           0.0010702,           0.0010702,           0.0010702
                 453,             0.02753,            0.013955,           0.0073249,             0.99522,                   1,               0.995,             0.86412,            0.021698,           0.0082073,            0.005238,           0.0010504,           0.0010504,           0.0010504
                 454,            0.028619,            0.013627,           0.0081447,             0.99505,                   1,               0.995,             0.85587,             0.02177,           0.0082331,             0.00524,           0.0010306,           0.0010306,           0.0010306
                 455,            0.027976,            0.015013,           0.0081181,             0.99506,                   1,               0.995,             0.85577,            0.021689,           0.0082254,           0.0052369,           0.0010108,           0.0010108,           0.0010108
                 456,            0.027935,            0.015395,           0.0080067,             0.99506,                   1,               0.995,             0.85577,            0.021689,           0.0082254,           0.0052369,            0.000991,            0.000991,            0.000991
                 457,            0.028105,            0.015146,           0.0077329,             0.99508,                   1,               0.995,             0.84659,            0.021702,           0.0082159,           0.0052384,           0.0009712,           0.0009712,           0.0009712
                 458,            0.026506,            0.015571,           0.0071044,             0.99514,                   1,               0.995,             0.86737,            0.021478,           0.0081816,           0.0052464,           0.0009514,           0.0009514,           0.0009514
                 459,            0.026922,            0.015287,           0.0071639,             0.99511,                   1,               0.995,             0.86578,             0.02171,           0.0082502,           0.0052732,           0.0009316,           0.0009316,           0.0009316
                 460,            0.027643,            0.015296,           0.0074526,             0.99511,                   1,               0.995,             0.86578,             0.02171,           0.0082502,           0.0052732,           0.0009118,           0.0009118,           0.0009118
                 461,            0.029377,            0.016468,           0.0083715,             0.99548,                   1,               0.995,             0.85664,            0.021755,           0.0082626,           0.0052709,            0.000892,            0.000892,            0.000892
                 462,            0.028613,            0.013333,           0.0081023,             0.99558,                   1,               0.995,             0.87022,            0.021419,           0.0082359,           0.0052852,           0.0008722,           0.0008722,           0.0008722
                 463,            0.026774,            0.013516,           0.0074013,             0.99548,                   1,               0.995,             0.86085,            0.021626,           0.0082884,           0.0052579,           0.0008524,           0.0008524,           0.0008524
                 464,            0.028175,            0.016775,           0.0075428,             0.99548,                   1,               0.995,             0.86085,            0.021626,           0.0082884,           0.0052579,           0.0008326,           0.0008326,           0.0008326
                 465,            0.026656,            0.013267,           0.0072242,             0.99521,                   1,               0.995,             0.85723,            0.021805,           0.0083532,           0.0052577,           0.0008128,           0.0008128,           0.0008128
                 466,            0.028507,             0.01554,           0.0082624,             0.99519,                   1,               0.995,             0.86487,            0.021434,           0.0083132,           0.0052621,            0.000793,            0.000793,            0.000793
                 467,            0.030513,            0.016841,           0.0085631,             0.99494,                   1,               0.995,              0.8629,            0.021447,            0.008358,           0.0052714,           0.0007732,           0.0007732,           0.0007732
                 468,            0.026119,            0.013026,           0.0071878,             0.99494,                   1,               0.995,              0.8629,            0.021447,            0.008358,           0.0052714,           0.0007534,           0.0007534,           0.0007534
                 469,            0.025835,            0.015769,            0.007576,             0.99462,                   1,               0.995,             0.86486,            0.021425,           0.0083609,           0.0052679,           0.0007336,           0.0007336,           0.0007336
                 470,            0.027561,            0.015907,           0.0079915,               0.995,                   1,               0.995,             0.86514,            0.021503,           0.0083752,           0.0052786,           0.0007138,           0.0007138,           0.0007138
                 471,            0.029027,             0.01745,           0.0076662,             0.99451,                   1,               0.995,             0.86632,            0.021366,           0.0083036,            0.005257,            0.000694,            0.000694,            0.000694
                 472,            0.026817,            0.016024,           0.0070716,             0.99451,                   1,               0.995,             0.86632,            0.021366,           0.0083036,            0.005257,           0.0006742,           0.0006742,           0.0006742
                 473,            0.028319,            0.015574,           0.0075267,              0.9947,                   1,               0.995,             0.86208,            0.021464,            0.008276,            0.005222,           0.0006544,           0.0006544,           0.0006544
                 474,            0.027097,            0.016814,           0.0073306,             0.99492,                   1,               0.995,              0.8691,            0.021304,           0.0081825,           0.0051771,           0.0006346,           0.0006346,           0.0006346
                 475,            0.028657,            0.017018,           0.0078939,             0.99482,                   1,               0.995,             0.86189,            0.021184,           0.0081453,           0.0051646,           0.0006148,           0.0006148,           0.0006148
                 476,            0.027352,            0.016868,           0.0074595,             0.99482,                   1,               0.995,             0.86189,            0.021184,           0.0081453,           0.0051646,            0.000595,            0.000595,            0.000595
                 477,            0.028557,            0.016628,           0.0095629,               0.995,                   1,               0.995,             0.86854,            0.021167,           0.0081272,           0.0051598,           0.0005752,           0.0005752,           0.0005752
                 478,            0.026666,            0.013415,           0.0079522,             0.99482,                   1,               0.995,             0.86394,            0.021084,           0.0081282,           0.0051615,           0.0005554,           0.0005554,           0.0005554
                 479,             0.02761,            0.015598,           0.0085746,              0.9948,                   1,               0.995,             0.86665,            0.021009,           0.0080996,           0.0051646,           0.0005356,           0.0005356,           0.0005356
                 480,            0.027813,            0.015451,           0.0077856,              0.9948,                   1,               0.995,             0.86665,            0.021009,           0.0080996,           0.0051646,           0.0005158,           0.0005158,           0.0005158
                 481,            0.025548,              0.0131,           0.0076012,             0.99494,                   1,               0.995,              0.8642,             0.02099,           0.0080967,           0.0051648,            0.000496,            0.000496,            0.000496
                 482,            0.026624,            0.014293,            0.006814,             0.99494,                   1,               0.995,             0.87373,            0.020956,            0.008091,           0.0051647,           0.0004762,           0.0004762,           0.0004762
                 483,            0.028388,            0.014393,           0.0092206,             0.99556,                   1,               0.995,             0.87089,            0.020987,           0.0081043,           0.0051622,           0.0004564,           0.0004564,           0.0004564
                 484,             0.02687,            0.014899,           0.0080851,             0.99556,                   1,               0.995,             0.87089,            0.020987,           0.0081043,           0.0051622,           0.0004366,           0.0004366,           0.0004366
                 485,            0.029395,            0.018711,           0.0088304,             0.99547,                   1,               0.995,             0.87046,            0.021096,           0.0081396,           0.0051661,           0.0004168,           0.0004168,           0.0004168
                 486,            0.027354,             0.01549,           0.0072962,             0.99542,                   1,               0.995,             0.87162,            0.021121,           0.0081663,           0.0051686,            0.000397,            0.000397,            0.000397
