               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.045519,            0.020334,            0.012057,              0.9118,             0.95888,             0.97821,             0.54457,            0.043547,            0.012128,           0.0084823,           0.0068914,           0.0068914,           0.0068914
                 159,            0.050636,            0.020884,            0.011664,             0.95793,             0.99084,             0.99139,             0.60755,            0.038357,            0.011881,           0.0085023,           0.0068716,           0.0068716,           0.0068716
                 160,            0.042073,            0.019035,            0.011447,             0.95793,             0.99084,             0.99139,             0.60755,            0.038357,            0.011881,           0.0085023,           0.0068518,           0.0068518,           0.0068518
                 161,              0.0378,            0.017075,            0.011838,             0.96902,             0.98031,             0.98946,             0.71728,            0.033056,            0.011716,           0.0084592,            0.006832,            0.006832,            0.006832
                 162,             0.04399,            0.021258,            0.012758,             0.96725,             0.96217,             0.98027,             0.51142,            0.037662,            0.011845,           0.0085854,           0.0068122,           0.0068122,           0.0068122
                 163,            0.047102,            0.020657,            0.012355,             0.96921,             0.96582,             0.98277,             0.59777,            0.042057,            0.011815,           0.0083791,           0.0067924,           0.0067924,           0.0067924
                 164,            0.048895,            0.018122,            0.011151,             0.96921,             0.96582,             0.98277,             0.59777,            0.042057,            0.011815,           0.0083791,           0.0067726,           0.0067726,           0.0067726
                 165,            0.043367,             0.02043,            0.010702,             0.94905,             0.97617,             0.98429,             0.65464,            0.036984,            0.011609,           0.0082456,           0.0067528,           0.0067528,           0.0067528
                 166,            0.042766,            0.022124,            0.010862,             0.90713,             0.97655,             0.98501,             0.59435,            0.042276,            0.012013,            0.008146,            0.006733,            0.006733,            0.006733
                 167,             0.04545,            0.019554,             0.01109,             0.80953,             0.96874,             0.92767,              0.5484,            0.039887,             0.01206,           0.0081967,           0.0067132,           0.0067132,           0.0067132
                 168,            0.047311,            0.021302,            0.010444,             0.80953,             0.96874,             0.92767,              0.5484,            0.039887,             0.01206,           0.0081967,           0.0066934,           0.0066934,           0.0066934
                 169,            0.042601,            0.019546,            0.014069,             0.89022,             0.98009,             0.95244,             0.62251,            0.034773,            0.011971,            0.008355,           0.0066736,           0.0066736,           0.0066736
                 170,            0.043183,            0.020228,            0.012309,             0.97331,             0.98428,             0.99366,               0.649,            0.038827,            0.011933,           0.0082753,           0.0066538,           0.0066538,           0.0066538
                 171,            0.043149,            0.018425,            0.012276,             0.91362,             0.99319,             0.98277,              0.4882,            0.039662,            0.011966,           0.0081963,            0.006634,            0.006634,            0.006634
                 172,            0.045432,            0.019618,            0.011265,             0.91362,             0.99319,             0.98277,              0.4882,            0.039662,            0.011966,           0.0081963,           0.0066142,           0.0066142,           0.0066142
                 173,            0.043939,            0.018666,            0.011602,             0.93543,                   1,             0.98839,             0.49135,            0.036144,            0.011634,           0.0081403,           0.0065944,           0.0065944,           0.0065944
                 174,             0.04581,            0.019112,            0.011951,             0.81615,             0.91344,             0.91314,             0.39644,             0.04781,            0.012361,             0.00809,           0.0065746,           0.0065746,           0.0065746
                 175,            0.052035,            0.016782,            0.011318,             0.86296,             0.97548,             0.97916,             0.56507,            0.041045,            0.011992,           0.0081267,           0.0065548,           0.0065548,           0.0065548
                 176,            0.044163,            0.019342,            0.011732,             0.86296,             0.97548,             0.97916,             0.56507,            0.041045,            0.011992,           0.0081267,            0.006535,            0.006535,            0.006535
                 177,            0.042281,             0.02035,            0.012416,             0.98382,             0.98288,               0.995,              0.6826,            0.036373,            0.011888,           0.0082006,           0.0065152,           0.0065152,           0.0065152
                 178,            0.042132,            0.019017,            0.011218,              0.8483,             0.99455,             0.98373,             0.65244,            0.039189,             0.01173,           0.0078733,           0.0064954,           0.0064954,           0.0064954
                 179,             0.04459,            0.018703,            0.010781,             0.88897,             0.99233,             0.98739,             0.68429,            0.038145,            0.011791,           0.0077496,           0.0064756,           0.0064756,           0.0064756
                 180,            0.043353,             0.01984,            0.011364,             0.88897,             0.99233,             0.98739,             0.68429,            0.038145,            0.011791,           0.0077496,           0.0064558,           0.0064558,           0.0064558
                 181,              0.0426,            0.018208,            0.011822,              0.8738,             0.99324,             0.98792,             0.70199,            0.035802,            0.011744,           0.0077668,            0.006436,            0.006436,            0.006436
                 182,             0.04256,            0.021165,             0.01181,             0.90732,             0.98148,             0.99252,             0.58604,            0.037777,            0.011809,           0.0076552,           0.0064162,           0.0064162,           0.0064162
                 183,            0.045924,            0.020838,            0.011124,             0.94747,             0.97254,             0.99388,             0.58343,            0.041013,            0.011805,           0.0076672,           0.0063964,           0.0063964,           0.0063964
                 184,            0.045846,            0.018238,            0.010766,             0.94747,             0.97254,             0.99388,             0.58343,            0.041013,            0.011805,           0.0076672,           0.0063766,           0.0063766,           0.0063766
                 185,            0.042317,            0.021441,            0.012401,              0.9905,             0.97872,               0.995,             0.67783,            0.035774,            0.011516,           0.0077011,           0.0063568,           0.0063568,           0.0063568
                 186,            0.039328,            0.020481,            0.010592,             0.84083,             0.95933,             0.92488,             0.55123,            0.036514,            0.011834,           0.0077834,            0.006337,            0.006337,            0.006337
                 187,            0.040766,            0.021186,            0.011261,             0.75339,             0.97343,             0.93062,             0.52596,            0.040906,            0.012029,           0.0078395,           0.0063172,           0.0063172,           0.0063172
                 188,            0.048679,            0.019721,            0.011225,             0.75339,             0.97343,             0.93062,             0.52596,            0.040906,            0.012029,           0.0078395,           0.0062974,           0.0062974,           0.0062974
                 189,            0.043975,            0.018979,            0.011128,             0.81964,              0.9767,             0.94192,             0.56154,            0.037213,            0.011793,           0.0078715,           0.0062776,           0.0062776,           0.0062776
                 190,            0.045262,            0.018646,            0.011231,             0.76841,             0.98414,             0.92071,             0.50863,            0.042652,            0.011815,           0.0078497,           0.0062578,           0.0062578,           0.0062578
                 191,            0.049192,            0.018738,            0.011176,              0.9773,              0.9991,             0.99306,             0.66483,            0.033324,            0.011725,           0.0079578,            0.006238,            0.006238,            0.006238
                 192,            0.040583,            0.020492,            0.011218,              0.9773,              0.9991,             0.99306,             0.66483,            0.033324,            0.011725,           0.0079578,           0.0062182,           0.0062182,           0.0062182
                 193,            0.037167,            0.019601,            0.011637,              0.9883,                   1,             0.99487,             0.75212,            0.029492,            0.011306,            0.007939,           0.0061984,           0.0061984,           0.0061984
                 194,            0.036445,            0.018393,             0.01141,             0.98776,                   1,             0.99487,             0.70981,            0.031715,            0.011153,           0.0078192,           0.0061786,           0.0061786,           0.0061786
                 195,            0.037336,            0.017394,            0.011087,             0.94716,             0.99951,             0.98521,             0.51239,            0.047909,            0.012275,           0.0076821,           0.0061588,           0.0061588,           0.0061588
                 196,             0.05298,            0.020081,            0.011679,             0.94716,             0.99951,             0.98521,             0.51239,            0.047909,            0.012275,           0.0076821,            0.006139,            0.006139,            0.006139
                 197,            0.047144,            0.019863,            0.011987,             0.92297,             0.99345,             0.98834,             0.67919,            0.038156,            0.011724,           0.0077295,           0.0061192,           0.0061192,           0.0061192
                 198,            0.045569,            0.018199,            0.011193,             0.83117,             0.99258,             0.93638,             0.53111,            0.045618,            0.011722,           0.0078103,           0.0060994,           0.0060994,           0.0060994
                 199,             0.04951,            0.018429,             0.01085,             0.84116,             0.99162,             0.94393,              0.5651,            0.036531,             0.01134,           0.0078712,           0.0060796,           0.0060796,           0.0060796
                 200,            0.043736,            0.023065,            0.011604,             0.84116,             0.99162,             0.94393,              0.5651,            0.036531,             0.01134,           0.0078712,           0.0060598,           0.0060598,           0.0060598
                 201,            0.038218,            0.018107,            0.011336,             0.96495,             0.98895,             0.99391,             0.69602,            0.031646,            0.011151,            0.007989,             0.00604,             0.00604,             0.00604
                 202,            0.039856,            0.016896,            0.011638,             0.94514,             0.99955,             0.98689,             0.66157,            0.035104,            0.010963,           0.0077917,           0.0060202,           0.0060202,           0.0060202
                 203,            0.041921,            0.017558,            0.011623,             0.93318,             0.99115,             0.99292,              0.6011,            0.039814,             0.01134,            0.007801,           0.0060004,           0.0060004,           0.0060004
                 204,            0.044687,            0.018783,            0.010929,             0.93318,             0.99115,             0.99292,              0.6011,            0.039814,             0.01134,            0.007801,           0.0059806,           0.0059806,           0.0059806
                 205,            0.039726,            0.015975,            0.010779,              0.9433,              0.9918,             0.99419,             0.70591,            0.036185,            0.011097,           0.0079589,           0.0059608,           0.0059608,           0.0059608
                 206,            0.041133,            0.019388,            0.011097,             0.97759,             0.99223,             0.99217,             0.65488,            0.035421,            0.011436,           0.0080114,            0.005941,            0.005941,            0.005941
                 207,            0.042336,             0.01796,            0.011808,             0.95229,             0.97286,               0.995,             0.63167,            0.038927,            0.011396,           0.0081553,           0.0059212,           0.0059212,           0.0059212
                 208,            0.045009,            0.019221,            0.011481,             0.95229,             0.97286,               0.995,             0.63167,            0.038927,            0.011396,           0.0081553,           0.0059014,           0.0059014,           0.0059014
                 209,            0.040158,            0.017918,           0.0099491,              0.9586,             0.98473,             0.99458,             0.70214,            0.033318,            0.010948,           0.0080611,           0.0058816,           0.0058816,           0.0058816
                 210,            0.040586,            0.018766,            0.012094,             0.96845,                   1,             0.99248,             0.66857,            0.031082,            0.010792,           0.0078296,           0.0058618,           0.0058618,           0.0058618
                 211,            0.037561,            0.020777,             0.01053,             0.79649,             0.97227,             0.91073,             0.56033,            0.040085,            0.011576,           0.0079252,            0.005842,            0.005842,            0.005842
                 212,             0.04591,            0.017024,            0.010555,             0.79649,             0.97227,             0.91073,             0.56033,            0.040085,            0.011576,           0.0079252,           0.0058222,           0.0058222,           0.0058222
                 213,            0.041171,            0.019087,            0.011561,             0.82178,             0.99729,             0.92256,             0.60103,            0.034726,             0.01122,            0.007821,           0.0058024,           0.0058024,           0.0058024
                 214,            0.041427,             0.01784,            0.010561,             0.83854,                   1,             0.95987,              0.5784,            0.039641,            0.011513,           0.0078341,           0.0057826,           0.0057826,           0.0057826
                 215,            0.046637,            0.016986,            0.011831,             0.97942,                   1,               0.995,               0.711,            0.032759,            0.011112,           0.0078561,           0.0057628,           0.0057628,           0.0057628
                 216,            0.039433,            0.020896,            0.011185,             0.97942,                   1,               0.995,               0.711,            0.032759,            0.011112,           0.0078561,            0.005743,            0.005743,            0.005743
                 217,            0.037219,            0.019426,            0.010894,             0.99517,                   1,               0.995,             0.70051,            0.030083,             0.01101,           0.0076921,           0.0057232,           0.0057232,           0.0057232
                 218,             0.03657,            0.018464,            0.011535,             0.97022,             0.99642,             0.98522,             0.63979,            0.032496,            0.011517,           0.0075609,           0.0057034,           0.0057034,           0.0057034
                 219,            0.038073,            0.019553,            0.010278,             0.93863,             0.98011,             0.98192,             0.59223,            0.039325,            0.011794,            0.007613,           0.0056836,           0.0056836,           0.0056836
                 220,            0.044743,            0.017844,            0.011619,             0.93863,             0.98011,             0.98192,             0.59223,            0.039325,            0.011794,            0.007613,           0.0056638,           0.0056638,           0.0056638
                 221,            0.040591,            0.019622,           0.0089851,              0.9793,             0.97727,               0.993,             0.63768,            0.036643,            0.011481,           0.0077009,            0.005644,            0.005644,            0.005644
                 222,             0.04093,            0.019438,             0.01063,             0.87459,             0.99852,             0.96231,             0.61778,            0.035118,             0.01125,           0.0074207,           0.0056242,           0.0056242,           0.0056242
                 223,            0.040994,            0.018101,            0.011184,             0.96705,             0.99824,             0.99285,             0.67907,            0.034142,            0.010973,           0.0076355,           0.0056044,           0.0056044,           0.0056044
                 224,            0.039832,            0.017133,             0.01001,             0.96705,             0.99824,             0.99285,             0.67907,            0.034142,            0.010973,           0.0076355,           0.0055846,           0.0055846,           0.0055846
                 225,            0.036104,            0.017739,            0.011397,             0.98014,                   1,             0.99438,              0.7021,            0.032433,            0.010818,           0.0076409,           0.0055648,           0.0055648,           0.0055648
                 226,            0.038142,             0.01767,            0.011035,             0.97176,                   1,             0.99032,             0.67284,            0.031896,            0.010816,           0.0074556,            0.005545,            0.005545,            0.005545
                 227,            0.042054,            0.019253,           0.0099523,             0.95267,                   1,             0.99239,             0.69003,            0.035295,            0.010832,           0.0073578,           0.0055252,           0.0055252,           0.0055252
                 228,            0.042216,            0.020101,            0.011378,             0.95267,                   1,             0.99239,             0.69003,            0.035295,            0.010832,           0.0073578,           0.0055054,           0.0055054,           0.0055054
                 229,            0.039476,            0.015811,            0.010179,             0.99296,                   1,               0.995,             0.74209,             0.03136,             0.01056,           0.0072466,           0.0054856,           0.0054856,           0.0054856
                 230,            0.039679,            0.018984,            0.012371,             0.97639,                   1,               0.995,              0.7256,            0.032005,            0.010724,           0.0071976,           0.0054658,           0.0054658,           0.0054658
                 231,            0.040935,            0.020734,            0.010319,             0.94411,             0.99889,             0.98787,             0.63951,            0.036021,            0.011372,           0.0072223,            0.005446,            0.005446,            0.005446
                 232,            0.041877,            0.021545,            0.010236,             0.94411,             0.99889,             0.98787,             0.63951,            0.036021,            0.011372,           0.0072223,           0.0054262,           0.0054262,           0.0054262
                 233,            0.037086,            0.017069,           0.0098327,             0.99336,             0.99806,               0.995,             0.68321,            0.032381,            0.011075,           0.0072468,           0.0054064,           0.0054064,           0.0054064
                 234,            0.038534,            0.020834,            0.010553,             0.99404,             0.99681,               0.995,             0.70524,            0.032488,            0.010922,           0.0071675,           0.0053866,           0.0053866,           0.0053866
                 235,            0.040725,             0.01889,            0.010512,             0.99467,             0.99829,               0.995,             0.67912,            0.032637,            0.010729,           0.0071075,           0.0053668,           0.0053668,           0.0053668
                 236,             0.04023,            0.020083,            0.010876,             0.99467,             0.99829,               0.995,             0.67912,            0.032637,            0.010729,           0.0071075,            0.005347,            0.005347,            0.005347
                 237,            0.035776,            0.019122,            0.010505,             0.99442,             0.99791,               0.995,             0.73103,            0.030127,            0.010538,           0.0070742,           0.0053272,           0.0053272,           0.0053272
                 238,            0.035872,            0.017978,            0.010253,             0.99564,             0.99916,               0.995,             0.75169,            0.029376,            0.010506,           0.0070495,           0.0053074,           0.0053074,           0.0053074
                 239,            0.038028,            0.016649,            0.010341,              0.8513,                   1,             0.98069,             0.62474,            0.036952,            0.011007,           0.0069779,           0.0052876,           0.0052876,           0.0052876
                 240,            0.043327,            0.018034,            0.010443,              0.8513,                   1,             0.98069,             0.62474,            0.036952,            0.011007,           0.0069779,           0.0052678,           0.0052678,           0.0052678
                 241,            0.038717,            0.019829,            0.010575,             0.93015,                   1,             0.98914,             0.66634,            0.034326,            0.010717,           0.0069974,            0.005248,            0.005248,            0.005248
                 242,            0.038779,            0.018239,           0.0098854,             0.95767,             0.99301,             0.99055,             0.68889,            0.032703,            0.010781,            0.006965,           0.0052282,           0.0052282,           0.0052282
                 243,            0.040002,            0.016087,            0.010019,             0.94654,             0.98383,              0.9949,              0.6675,            0.033721,            0.010745,           0.0069727,           0.0052084,           0.0052084,           0.0052084
                 244,            0.039209,            0.018143,           0.0098939,             0.94654,             0.98383,              0.9949,              0.6675,            0.033721,            0.010745,           0.0069727,           0.0051886,           0.0051886,           0.0051886
                 245,            0.034803,            0.017282,            0.009218,             0.99304,                   1,               0.995,             0.76254,            0.028884,            0.010362,           0.0070466,           0.0051688,           0.0051688,           0.0051688
                 246,            0.034543,            0.016718,            0.010095,             0.99373,             0.99881,               0.995,             0.74222,            0.028835,            0.010242,           0.0069813,            0.005149,            0.005149,            0.005149
                 247,            0.034101,            0.016907,           0.0096594,             0.77965,              0.9772,             0.93127,             0.47904,            0.042219,            0.011333,           0.0069551,           0.0051292,           0.0051292,           0.0051292
                 248,            0.046058,            0.019614,            0.011174,             0.77965,              0.9772,             0.93127,             0.47904,            0.042219,            0.011333,           0.0069551,           0.0051094,           0.0051094,           0.0051094
                 249,            0.042366,            0.017844,            0.010056,             0.79662,             0.97721,             0.93381,             0.49587,            0.039208,            0.011128,           0.0069689,           0.0050896,           0.0050896,           0.0050896
                 250,            0.040709,            0.018551,            0.011058,             0.95318,             0.98366,             0.99392,             0.71561,            0.033473,            0.010423,           0.0069542,           0.0050698,           0.0050698,           0.0050698
                 251,            0.040652,            0.018778,            0.011091,             0.97663,             0.99869,             0.99463,             0.68306,            0.031342,             0.01044,           0.0068851,             0.00505,             0.00505,             0.00505
                 252,            0.038534,            0.018601,            0.011048,             0.97663,             0.99869,             0.99463,             0.68306,            0.031342,             0.01044,           0.0068851,           0.0050302,           0.0050302,           0.0050302
                 253,            0.036126,             0.02128,            0.010359,              0.9952,                   1,               0.995,             0.75152,            0.028439,            0.010173,           0.0069795,           0.0050104,           0.0050104,           0.0050104
                 254,            0.032814,            0.017526,           0.0099584,             0.99451,             0.99649,               0.995,              0.7006,            0.032309,            0.010962,           0.0069499,           0.0049906,           0.0049906,           0.0049906
                 255,            0.036097,            0.016379,            0.010117,             0.97751,             0.99135,               0.993,             0.60724,            0.036294,             0.01087,           0.0068362,           0.0049708,           0.0049708,           0.0049708
                 256,             0.04254,            0.016639,           0.0091356,             0.97751,             0.99135,               0.993,             0.60724,            0.036294,             0.01087,           0.0068362,            0.004951,            0.004951,            0.004951
                 257,             0.03781,            0.016887,            0.009321,             0.98377,             0.99524,               0.995,             0.74961,            0.029057,            0.010346,           0.0068853,           0.0049312,           0.0049312,           0.0049312
                 258,            0.036403,            0.019229,            0.010931,             0.98936,             0.98528,             0.99457,             0.66888,            0.033818,            0.010609,           0.0069084,           0.0049114,           0.0049114,           0.0049114
                 259,            0.037963,            0.016424,           0.0093158,             0.98142,             0.98206,             0.99444,             0.74728,            0.032786,            0.010656,           0.0069804,           0.0048916,           0.0048916,           0.0048916
                 260,             0.03869,            0.021078,            0.010245,             0.98142,             0.98206,             0.99444,             0.74728,            0.032786,            0.010656,           0.0069804,           0.0048718,           0.0048718,           0.0048718
                 261,            0.036059,            0.016823,            0.010709,             0.98623,             0.98832,             0.99346,             0.76676,            0.030353,            0.010573,           0.0070844,            0.004852,            0.004852,            0.004852
                 262,            0.034368,            0.018219,           0.0095069,             0.98656,             0.98864,             0.99315,              0.7635,            0.028851,            0.010381,           0.0070488,           0.0048322,           0.0048322,           0.0048322
                 263,            0.034268,            0.018222,            0.008757,             0.89531,             0.97058,             0.97015,             0.54709,            0.038817,            0.010881,           0.0070864,           0.0048124,           0.0048124,           0.0048124
                 264,            0.043696,            0.016881,           0.0090317,             0.89531,             0.97058,             0.97015,             0.54709,            0.038817,            0.010881,           0.0070864,           0.0047926,           0.0047926,           0.0047926
                 265,             0.04032,            0.019096,            0.010472,             0.90446,              0.9727,             0.96939,             0.56142,            0.035112,            0.010557,            0.007071,           0.0047728,           0.0047728,           0.0047728
                 266,             0.03962,            0.015216,           0.0096538,             0.99205,             0.97837,             0.99286,             0.71374,            0.033445,            0.010539,           0.0070312,            0.004753,            0.004753,            0.004753
                 267,            0.041493,            0.020251,            0.009988,             0.98895,              0.9783,             0.99286,             0.67385,            0.031248,            0.010386,           0.0071093,           0.0047332,           0.0047332,           0.0047332
                 268,            0.036419,            0.016119,           0.0096189,             0.98895,              0.9783,             0.99286,             0.67385,            0.031248,            0.010386,           0.0071093,           0.0047134,           0.0047134,           0.0047134
                 269,             0.03697,            0.021254,            0.011145,             0.99351,              0.9797,              0.9938,             0.70545,            0.029551,            0.010119,           0.0070284,           0.0046936,           0.0046936,           0.0046936
                 270,             0.03392,            0.016495,            0.010528,             0.99369,              0.9861,               0.995,             0.71147,            0.029766,            0.010173,           0.0068982,           0.0046738,           0.0046738,           0.0046738
                 271,            0.036851,            0.017573,            0.010154,             0.94322,             0.99506,             0.98978,             0.61957,            0.032711,            0.010353,           0.0069204,            0.004654,            0.004654,            0.004654
                 272,            0.039657,            0.016805,           0.0099682,             0.94322,             0.99506,             0.98978,             0.61957,            0.032711,            0.010353,           0.0069204,           0.0046342,           0.0046342,           0.0046342
                 273,            0.036077,            0.019833,            0.010843,             0.97502,             0.99686,             0.99343,             0.70046,            0.029242,             0.01009,           0.0069209,           0.0046144,           0.0046144,           0.0046144
                 274,             0.03626,            0.019821,            0.010263,             0.99122,                   1,               0.995,             0.72169,            0.030559,            0.010097,            0.006944,           0.0045946,           0.0045946,           0.0045946
                 275,              0.0378,             0.01624,           0.0095505,             0.97194,                   1,              0.9938,             0.66007,            0.033763,            0.010449,           0.0068984,           0.0045748,           0.0045748,           0.0045748
                 276,             0.03873,            0.019366,           0.0090698,             0.97194,                   1,              0.9938,             0.66007,            0.033763,            0.010449,           0.0068984,            0.004555,            0.004555,            0.004555
                 277,            0.033794,            0.016322,           0.0093432,             0.99099,                   1,               0.995,             0.73428,            0.029887,            0.010186,           0.0068574,           0.0045352,           0.0045352,           0.0045352
                 278,            0.037351,            0.017368,            0.010001,              0.9906,                   1,               0.995,             0.67515,            0.032306,            0.010397,           0.0068092,           0.0045154,           0.0045154,           0.0045154
                 279,            0.040292,            0.019009,            0.010068,             0.99256,                   1,               0.995,             0.67221,            0.030221,            0.010184,           0.0067766,           0.0044956,           0.0044956,           0.0044956
                 280,            0.038475,            0.017129,            0.011439,             0.99256,                   1,               0.995,             0.67221,            0.030221,            0.010184,           0.0067766,           0.0044758,           0.0044758,           0.0044758
                 281,            0.033651,             0.01617,           0.0088728,             0.99336,                   1,               0.995,             0.71734,            0.027217,           0.0099487,            0.006746,            0.004456,            0.004456,            0.004456
                 282,            0.033727,             0.01691,            0.010788,             0.99346,                   1,               0.995,             0.79013,             0.02758,            0.010018,           0.0067286,           0.0044362,           0.0044362,           0.0044362
                 283,            0.032913,            0.019158,           0.0089796,             0.85035,             0.98797,             0.96686,             0.66008,            0.038864,            0.011174,           0.0066622,           0.0044164,           0.0044164,           0.0044164
                 284,            0.042694,            0.019797,           0.0096418,             0.85035,             0.98797,             0.96686,             0.66008,            0.038864,            0.011174,           0.0066622,           0.0043966,           0.0043966,           0.0043966
                 285,            0.039673,            0.016945,           0.0098481,             0.89772,                   1,             0.97408,             0.69293,            0.034291,            0.010632,           0.0066441,           0.0043768,           0.0043768,           0.0043768
                 286,            0.037032,            0.016379,            0.010264,             0.92937,                   1,              0.9938,             0.76605,            0.031278,            0.010324,           0.0066935,            0.004357,            0.004357,            0.004357
                 287,            0.041962,            0.019863,           0.0096114,             0.98773,                   1,               0.995,             0.67986,            0.030993,            0.010386,           0.0067906,           0.0043372,           0.0043372,           0.0043372
                 288,            0.037317,             0.01778,            0.009686,             0.98773,                   1,               0.995,             0.67986,            0.030993,            0.010386,           0.0067906,           0.0043174,           0.0043174,           0.0043174
                 289,             0.03383,             0.01429,           0.0092066,             0.98672,                   1,               0.995,              0.6988,            0.030434,            0.010492,           0.0068801,           0.0042976,           0.0042976,           0.0042976
                 290,            0.035606,            0.017197,           0.0090336,             0.99062,             0.99864,               0.995,             0.71092,            0.030507,            0.010098,           0.0066579,           0.0042778,           0.0042778,           0.0042778
                 291,            0.037046,            0.017081,           0.0097886,             0.99384,                   1,               0.995,             0.71921,            0.031749,           0.0099974,           0.0065847,            0.004258,            0.004258,            0.004258
                 292,            0.038014,            0.018259,           0.0096495,             0.99384,                   1,               0.995,             0.71921,            0.031749,           0.0099974,           0.0065847,           0.0042382,           0.0042382,           0.0042382
                 293,            0.031932,            0.017385,           0.0091098,             0.99318,                   1,               0.995,             0.81338,            0.026504,           0.0095949,           0.0065197,           0.0042184,           0.0042184,           0.0042184
                 294,            0.031256,            0.015453,           0.0085802,             0.99355,                   1,               0.995,             0.79517,            0.026386,           0.0096798,           0.0065009,           0.0041986,           0.0041986,           0.0041986
                 295,            0.032602,             0.01628,           0.0098379,             0.97428,                   1,               0.995,             0.59488,            0.035165,            0.010404,            0.006455,           0.0041788,           0.0041788,           0.0041788
                 296,            0.043588,            0.020645,           0.0094439,             0.97428,                   1,               0.995,             0.59488,            0.035165,            0.010404,            0.006455,            0.004159,            0.004159,            0.004159
                 297,            0.038902,            0.018711,           0.0097948,             0.99337,                   1,               0.995,             0.68604,            0.031131,            0.010096,           0.0064405,           0.0041392,           0.0041392,           0.0041392
                 298,            0.039273,             0.01869,             0.01021,             0.93487,                   1,             0.97691,             0.64056,            0.032831,            0.010239,           0.0064672,           0.0041194,           0.0041194,           0.0041194
                 299,            0.041307,            0.018797,             0.01033,             0.99457,                   1,               0.995,             0.78211,            0.026235,           0.0096397,           0.0064987,           0.0040996,           0.0040996,           0.0040996
                 300,            0.034195,            0.016221,            0.009792,             0.99457,                   1,               0.995,             0.78211,            0.026235,           0.0096397,           0.0064987,           0.0040798,           0.0040798,           0.0040798
                 301,            0.033811,            0.019758,            0.010485,             0.99505,                   1,               0.995,             0.78032,            0.026302,           0.0097294,           0.0065537,             0.00406,             0.00406,             0.00406
                 302,            0.033886,            0.018631,           0.0095848,             0.99485,                   1,               0.995,             0.76628,            0.027986,           0.0096416,           0.0064955,           0.0040402,           0.0040402,           0.0040402
                 303,            0.034894,            0.016446,           0.0091796,             0.99219,                   1,               0.995,             0.67631,            0.032366,            0.010108,           0.0065037,           0.0040204,           0.0040204,           0.0040204
                 304,            0.040273,            0.017336,           0.0092699,             0.99219,                   1,               0.995,             0.67631,            0.032366,            0.010108,           0.0065037,           0.0040006,           0.0040006,           0.0040006
                 305,            0.035768,            0.018236,           0.0092266,             0.99378,                   1,               0.995,             0.72844,             0.02919,           0.0098839,           0.0064932,           0.0039808,           0.0039808,           0.0039808
                 306,            0.033945,            0.018615,           0.0095606,             0.99359,                   1,               0.995,             0.80093,            0.025869,           0.0095139,           0.0064167,            0.003961,            0.003961,            0.003961
                 307,            0.032029,            0.014393,           0.0083265,             0.98259,                   1,             0.99329,             0.71709,             0.03079,           0.0099878,           0.0063852,           0.0039412,           0.0039412,           0.0039412
                 308,            0.038198,            0.018157,           0.0090309,             0.98259,                   1,             0.99329,             0.71709,             0.03079,           0.0099878,           0.0063852,           0.0039214,           0.0039214,           0.0039214
                 309,            0.036479,            0.017876,           0.0086699,             0.99439,                   1,               0.995,              0.7463,            0.029798,           0.0099955,           0.0064382,           0.0039016,           0.0039016,           0.0039016
                 310,            0.034811,            0.019501,           0.0083909,             0.99455,                   1,               0.995,             0.77956,            0.027419,           0.0096359,           0.0064237,           0.0038818,           0.0038818,           0.0038818
                 311,            0.034642,            0.016681,           0.0093515,             0.99494,                   1,               0.995,             0.72171,            0.029835,           0.0099535,           0.0064149,            0.003862,            0.003862,            0.003862
                 312,            0.034654,            0.016212,           0.0088461,             0.99494,                   1,               0.995,             0.72171,            0.029835,           0.0099535,           0.0064149,           0.0038422,           0.0038422,           0.0038422
                 313,            0.034028,            0.017365,           0.0094876,             0.99414,                   1,               0.995,             0.73901,             0.02804,           0.0097952,           0.0064108,           0.0038224,           0.0038224,           0.0038224
                 314,             0.03414,            0.019839,           0.0097633,             0.99288,                   1,               0.995,             0.77643,            0.027357,           0.0097342,           0.0064223,           0.0038026,           0.0038026,           0.0038026
                 315,            0.034796,             0.01621,           0.0094026,              0.9939,                   1,               0.995,             0.65606,            0.031426,            0.010208,           0.0064208,           0.0037828,           0.0037828,           0.0037828
                 316,            0.035293,            0.016205,           0.0082328,              0.9939,                   1,               0.995,             0.65606,            0.031426,            0.010208,           0.0064208,            0.003763,            0.003763,            0.003763
                 317,            0.032276,            0.016186,           0.0083351,             0.99414,                   1,               0.995,             0.71764,            0.028394,           0.0098467,           0.0063884,           0.0037432,           0.0037432,           0.0037432
                 318,            0.033994,            0.017788,           0.0086026,             0.99309,                   1,               0.995,             0.73126,             0.02882,           0.0097599,           0.0063546,           0.0037234,           0.0037234,           0.0037234
                 319,            0.035388,            0.019443,           0.0097952,             0.99423,                   1,               0.995,              0.7933,            0.026798,           0.0095482,           0.0063234,           0.0037036,           0.0037036,           0.0037036
                 320,            0.034593,            0.017048,           0.0090753,             0.99423,                   1,               0.995,              0.7933,            0.026798,           0.0095482,           0.0063234,           0.0036838,           0.0036838,           0.0036838
                 321,            0.032611,             0.01771,           0.0086713,             0.99414,                   1,               0.995,                0.79,             0.02606,            0.009491,           0.0062989,            0.003664,            0.003664,            0.003664
